,degree_type,,,,
Mater in Business Administration,1,,,,
Mater Of computers Applications,1,,,,
Material Science and Engineering,1,,,,
Mater's Degree,1,,,,
Maters's Degree,1,,,,
Math,4,,,,
"Math, Physics, CS, Business",1,,,,
Math/Computer Science,1,,,,
Mathematics,1,,,,
mathematics; politial science,1,,,,
Matric,3,,,,
Matriculation,4,,,,
Matsters,1,,,,
Matura,3,,,,
Maturita Scientifica,1,,,,
Maturità,1,,,,
Maturitá Scientifica,1,,,,
Maturité,1,,,,
Maturity Scientific Computing,1,,,,
MAVO,1,,,,
Maya 3D,1,,,,
MB,3,,,,
MB BCh,1,,,,
MB BS,3,,,,
MB BS Hons (MD),1,,,,
"MB BS, BSc",1,,,,
MB ChB,3,,,,
"MB, BS (MD equivalent)",1,,,,
MBA,15276,,,,
MBA - Baker Scholarship,1,,,,
MBA - FINANCE,1,,,,
MBA - International Management,1,,,,
MBA - IT,1,,,,
MBA - Master,1,,,,
MBA - pending,1,,,,
MBA & JD,1,,,,
MBA & LLB Degrees,1,,,,
MBA & M.Sc,1,,,,
MBA & MA,2,,,,
MBA ( Expected),1,,,,
MBA (2013 estimated),1,,,,
MBA (candidate),1,,,,
MBA (Coporate Finance),1,,,,
MBA (cum laude),2,,,,
MBA (Dist.),1,,,,
MBA (Distinction),1,,,,
MBA (E-Commerce),1,,,,
MBA (Exec),1,,,,
MBA (Expected 2014),3,,,,
MBA (Expected),2,,,,
MBA (Honors),2,,,,
MBA (Mag.),1,,,,
MBA (magna cum laude),1,,,,
MBA (Marketing),1,,,,
MBA (MM),1,,,,
MBA (MS),1,,,,
MBA (PGDM),1,,,,
MBA (pursuing),1,,,,
MBA (year one of two year course,1,,,,
MBA / Honorary Ph.D.,1,,,,
MBA / MA,1,,,,
MBA / MHA,1,,,,
MBA / MPH,1,,,,
MBA / MSSM,1,,,,
MBA and  MS,1,,,,
MBA and a CFA,1,,,,
MBA and a JD,1,,,,
MBA and BA,2,,,,
MBA and BBA,1,,,,
MBA and BS,4,,,,
MBA and MPH,1,,,,
MBA and MS,2,,,,
MBA and MSME,1,,,,
MBA and Ph.D.,1,,,,
MBA Candidate,3,,,,
MBA Candidate (class of 2014),1,,,,
MBA Certificate,1,,,,
MBA Course Work,1,,,,
MBA degree,1,,,,
MBA distinction,1,,,,
MBA elective,1,,,,
MBA Entrepreneurship,1,,,,
MBA Ex,1,,,,
MBA Exchange Program,1,,,,
MBA Exchange Student,1,,,,
MBA Extension,1,,,,
MBA Fellows Candidate,1,,,,
MBA Fellowship,1,,,,
MBA Finance,1,,,,
MBA for Executives,1,,,,
MBA in Design Strategy,1,,,,
MBA in Finance,1,,,,
MBA in Management Finance,1,,,,
MBA IT,1,,,,
MBA MCI (Marketing Commerce Inte,1,,,,
MBA Program,2,,,,
"MBA Program in Paris, Oxford and",1,,,,
MBA Stg,2,,,,
MBA Telecom Management,1,,,,
MBA With Distinction,5,,,,
MBA with Distinction,2,,,,
MBA with distinction,1,,,,
MBA With Honors,4,,,,
MBA with honors,2,,,,
MBA with Honors,2,,,,
MBA With Honors.,1,,,,
MBA(I.T),1,,,,
"MBA, Arjay Miller Scholar",1,,,,
"MBA, Baker Scholar",1,,,,
"MBA, BS",1,,,,
"MBA, Business",5,,,,
"MBA, Business Administration",1,,,,
"MBA, EMBA",1,,,,
"MBA, Entrepreneurial Finance",1,,,,
"MBA, Entrepreneurship, Finance",1,,,,
"MBA, Finance",6,,,,
"mba, finance",1,,,,
"MBA, Finance & Accounting",1,,,,
"MBA, Finance / International Bus",1,,,,
"MBA, Finance and Environmental R",1,,,,
"MBA, Finance, Accounting",1,,,,
"MBA, Finance, Business Managemen",1,,,,
"MBA, Finance, Business Policy",1,,,,
"MBA, Finance, Strategic Manageme",1,,,,
"MBA, Finance, Strategy",1,,,,
"MBA, Finance, Strategy, Marketin",1,,,,
"MBA, Finance-specific",1,,,,
"MBA, Global Banking and Finance",1,,,,
"MBA, Health Care Management, Fin",2,,,,
"MBA, Healthcare Management / Fin",1,,,,
"MBA, HEC-Tsinghua Duel Degree,",2,,,,
"MBA, Honors",1,,,,
"MBA, HR",1,,,,
"MBA, International Management",1,,,,
"MBA, MA Education",1,,,,
"MBA, major in entrepreneurship",1,,,,
"MBA, Marketing Finance Healthcar",1,,,,
"MBA, Master in Business Administ",3,,,,
"MBA, Masters of Business Adminis",1,,,,
"MBA, MCom",1,,,,
"MBA, MIS",1,,,,
"MBA, MS in Television Management",1,,,,
"MBA, Strategy and Finance",1,,,,
"MBA,MS",1,,,,
MBA/BS,1,,,,
MBA/Exchange,2,,,,
MBA/MA,4,,,,
MBA/MBI,1,,,,
MBA/MEd,1,,,,
MBA/MHS,1,,,,
"MBA/MIM, Masters in Internationa",1,,,,
MBA/MPP,1,,,,
MBA/MS,3,,,,
MBA/MSA,1,,,,
MBA/MSC,1,,,,
MBA/MScIB,1,,,,
MBAGET,1,,,,
MBAcThe University of British Co,1,,,,
MBAE,1,,,,
MBA-FM,1,,,,
MBA-MARKETING,1,,,,
MBA-MS,1,,,,
MBBS,15,,,,
"MBBS, FRACS(plastic).",1,,,,
MBChB,7,,,,
MBChB (MD),1,,,,
MBE,2,,,,
MBI,2,,,,
MBiochem,2,,,,
MBIT,1,,,,
MBO,2,,,,
MBO-4,1,,,,
MBS,3,,,,
MBS EComm,1,,,,
MBT,1,,,,
MBusSci,1,,,,
Mc.Sc,1,,,,
MCA,39,,,,
MCB - Masseur and Idrotherapist,1,,,,
MChE,1,,,,
MChem,1,,,,
MChemPhys,1,,,,
MCIBS,3,,,,
"MCIM, RM",1,,,,
MCIT,1,,,,
MCL,1,,,,
Mcom,1,,,,
MCompSc,1,,,,
MCP,4,,,,
MCP / MCSE,1,,,,
MCS,10,,,,
McS. IT,1,,,,
MCSA,1,,,,
MCSD,2,,,,
MCSE,4,,,,
MCSs,1,,,,
MD,704,,,,
MD (Doctor of Medicine),1,,,,
MD / MBA with Distinction,1,,,,
MD / PhD,1,,,,
MD and MPH,1,,,,
MD and PhD,1,,,,
MD degree,1,,,,
MD in Engineering,1,,,,
MD in radiocommunication,1,,,,
MD PhD MBA,1,,,,
"MD, DDS, PhD",1,,,,
"MD, General Medicine",1,,,,
"MD, Genetics",1,,,,
"MD, Medicine",3,,,,
"MD, MPH",1,,,,
"MD, PhD",7,,,,
MD/ MBA,1,,,,
MD/BS,1,,,,
MD/MBA,2,,,,
MD/MBA Candidate,1,,,,
MD/PhD,4,,,,
MD; PhD,1,,,,
MDA,1,,,,
MDE (mini MBA),1,,,,
MDes,3,,,,
MDiv,1,,,,
MDP,1,,,,
MD-PhD,2,,,,
ME,50,,,,
Me,1,,,,
ME/MS,1,,,,
MEA,2,,,,
measurer and communication engin,1,,,,
MEB,1,,,,
Mebiz,1,,,,
"MEc,",1,,,,
Mech Engineering,1,,,,
Mech. Eng,1,,,,
Mech. Eng.,2,,,,
Mechanical  Engineering,1,,,,
Mechanical Engineer,4,,,,
Mechanical Engineering,13,,,,
mechanical engineering,1,,,,
Mechanical Engineering coursewor,1,,,,
Mechanical Engineering with mino,1,,,,
Mechanical Engineering-Automotiv,1,,,,
Mechatronics,2,,,,
MED,44,,,,
MEd,1,,,,
MEd Human Performance,1,,,,
media,1,,,,
Media and Communications,1,,,,
Media Design,1,,,,
Media Studies,2,,,,
Medical,3,,,,
medical,1,,,,
Medical Degree,26,,,,
medical degree,4,,,,
Medical degree,2,,,,
medical degrees,1,,,,
Medical Degrees,1,,,,
Medical Doctor,3,,,,
Medical Doctorate,3,,,,
medical training,1,,,,
Medicina y CirugÃ­a,1,,,,
Medicine degree,2,,,,
Medicine MB BS,1,,,,
MEE,1,,,,
MEGM,1,,,,
MEI,1,,,,
MELAB,1,,,,
MEM,13,,,,
Membaca & Menulis,1,,,,
MENG,231,,,,
MEng,5,,,,
MEng (drop-out),1,,,,
MEng (Hons),1,,,,
MEng 1st class,1,,,,
"MEng in Mechanics, Mechanical en",1,,,,
"MEng, Engineering",1,,,,
"MEng, MA",1,,,,
MEngSc,2,,,,
Merconom,1,,,,
Mergers & Acquisitions Executive,1,,,,
MES,3,,,,
Mestrando,2,,,,
MET,2,,,,
MFA,1,,,,
MFA (partial),1,,,,
MFA track,1,,,,
MFC,1,,,,
MFE,2,,,,
MFM (Master in Financial Managem,1,,,,
MGB,2,,,,
MGD,1,,,,
Mgr,2,,,,
Mgr. (Master's),2,,,,
MHA,12,,,,
MHCI,2,,,,
MHROD,1,,,,
MHS,3,,,,
MHS Centre D'excellence Artistiq,1,,,,
MHSA,1,,,,
MHSc,2,,,,
MIA,6,,,,
MIAGE,3,,,,
MIB,1,,,,
MIBA,1,,,,
Microbiology First Class Honors ,1,,,,
Microelectronic Engineering,1,,,,
Microsoft Certified Professional,1,,,,
Microsoft Certified System Engin,2,,,,
Microsoft Project 2007 Full Edit,1,,,,
Microvascular Head & Neck Recons,1,,,,
MID,1,,,,
Mid-career MPA,1,,,,
MIF,1,,,,
MIFireE.,1,,,,
MILR,3,,,,
MIM,5,,,,
MIMS,1,,,,
Mini Masters,1,,,,
Mini MBA,1,,,,
Mini-MBA,2,,,,
MINI-MBA Professional,1,,,,
Mining,1,,,,
Minor,23,,,,
minor,1,,,,
Minor in Business,1,,,,
Minor in Management,1,,,,
Minority studies,1,,,,
MIS,10,,,,
MISE,1,,,,
MIT,4,,,,
MIT Sloan Visiting Fellow,1,,,,
MJ,3,,,,
ML,1,,,,
MLA,6,,,,
MLaw,1,,,,
MLIR,1,,,,
MLIS,6,,,,
Mlitt,1,,,,
MLitt.,1,,,,
MLL,1,,,,
MLS,6,,,,
MLT,1,,,,
MM,16,,,,
MMA,1,,,,
MMath,2,,,,
MMATH,2,,,,
MMBA,1,,,,
MMI,1,,,,
MMM,1,,,,
MMP,1,,,,
MMR,1,,,,
MMS,5,,,,
MMS - EIA,1,,,,
MMS - Marketing,1,,,,
MMTI,1,,,,
MN,1,,,,
MNA/MBA,1,,,,
Module,1,,,,
Molecular Pathology,1,,,,
Monbusho,1,,,,
MOT,2,,,,
MPA,78,,,,
MPA/ID,2,,,,
MPAd,1,,,,
MPA-ID,1,,,,
MPAP,1,,,,
MPD,1,,,,
MPH,58,,,,
MPharm,2,,,,
MPHIL,99,,,,
MPhil,2,,,,
MPhil (by Research),1,,,,
MPhill,3,,,,
MPhys,4,,,,
MPHYS,1,,,,
MPhysPhil,1,,,,
MPIA,2,,,,
MPM,2,,,,
MPP,39,,,,
MPPM,4,,,,
MPPM (MBA),1,,,,
MPS,22,,,,
MPSI-MP,1,,,,
MPV accreditation,1,,,,
MR,1,,,,
MRCPsych,2,,,,
MRE,1,,,,
MRED,1,,,,
MRes (Distinction),1,,,,
MS,11650,,,,
MS & BS,4,,,,
MS & DE,1,,,,
MS & MBA,2,,,,
MS & Ph.D.,1,,,,
MS & PhD,4,,,,
MS (Accounting & Finance),1,,,,
MS (EE/CS),1,,,,
"MS ,  BS",1,,,,
MS / MS,1,,,,
MS / Ph.D.,1,,,,
MS and an Eng.Sc.D.,1,,,,
MS and BS,6,,,,
MS AND MBA,1,,,,
MS and Ph.D,2,,,,
MS and PhD,2,,,,
MS Business,1,,,,
MS by Research,1,,,,
MS Candidate,1,,,,
MS Comp Sci,1,,,,
MS Computer Engineering,1,,,,
MS Computer Science,1,,,,
MS Computer Sciences,1,,,,
MS degree,1,,,,
MS degree in Engineering,1,,,,
MS Development Adminiatration,1,,,,
MS Ed,1,,,,
MS EECS,1,,,,
MS Electrical and Computer Engin,1,,,,
MS Eng,1,,,,
MS Engineering,2,,,,
MS in Electrical Engineering,1,,,,
MS in Engineering,1,,,,
MS in Multimedia Engineering,1,,,,
MS in Organizational Leadership,1,,,,
MS in Structural Engineering and,1,,,,
MS International Business,1,,,,
MS ISE,1,,,,
MS Marketing,1,,,,
MS Media Lab,1,,,,
MS of Management,1,,,,
MS Physics,1,,,,
MS Sc,1,,,,
MS SE,1,,,,
MS with Honors,1,,,,
MS&E,1,,,,
"MS, Accounting",1,,,,
"MS, Accounting & Finance",1,,,,
"MS, Advanced Engineer",1,,,,
"MS, BS",9,,,,
"MS, Chemical Engineering",1,,,,
"MS, Civil Engg",1,,,,
"MS, Civil Engineering-Constructi",1,,,,
"MS, Computer Science",2,,,,
"MS, Elec Eng",1,,,,
"MS, Electrical & Computer Engine",1,,,,
"MS, Electrical and Computer Engi",1,,,,
"MS, Electrical and Electronics E",1,,,,
"MS, Electrical Engineering",1,,,,
"MS, Electrical Engineering & Com",1,,,,
"MS, Engineer of Electronic Techn",1,,,,
"MS, Engineering-Economic Systems",1,,,,
"MS, Management Science & Enginee",1,,,,
"MS, Math",2,,,,
"MS, Ph.D.",1,,,,
"MS, PhD",2,,,,
"MS, PHD",1,,,,
"MS, PhD,",1,,,,
"MS, Sloan Fellow",1,,,,
"MS, Technology Management",1,,,,
"MS,CAS",1,,,,
Ms. Phil.,1,,,,
"Ms. Sc., Corporate Finance",1,,,,
"Ms. Sc., Molecular Biology",1,,,,
Ms.Cs.,1,,,,
MS.Ed,1,,,,
MS.IE,1,,,,
MS.M,1,,,,
MS.MBA,1,,,,
Ms.Sc,1,,,,
MS/BS,3,,,,
MS/MBA,2,,,,
MS/MD,1,,,,
MSA,4,,,,
MSA/MBA,1,,,,
MSB,1,,,,
MSBA,3,,,,
MSc,55,,,,
Msc,11,,,,
"MSc  , Computer Science and Tele",1,,,,
MSc - Diploma,1,,,,
MSc (Business),1,,,,
Msc (Distinction),1,,,,
MSc (Econ),1,,,,
"MSc (Econ),",1,,,,
MSc (econ.),1,,,,
MSc (high distinction),1,,,,
MSc (Hons),2,,,,
MSc (Law),1,,,,
MSc (Masters) Information Techno,1,,,,
MSc (Siv.Ing),1,,,,
MSc (Tres Bien),1,,,,
MSc (with distinctions),1,,,,
MSc and DPhil,1,,,,
MSc and Post Graduate Licentiate,1,,,,
MSc BA,1,,,,
Msc Business Language & Culture,1,,,,
Msc Computer Science,1,,,,
MSc cum laude,1,,,,
MSc Eng,1,,,,
"MSc Eng, Telecom Eng",1,,,,
MSc Engineering,2,,,,
MSC Engineering,1,,,,
MSc Enginnering,1,,,,
MSc Enviromental Studies,1,,,,
MSc Finance,3,,,,
Msc Finance,1,,,,
MSc Hons,1,,,,
MSC in computer science,1,,,,
Msc in Corporate Financial Manag,1,,,,
MSc in Economics,1,,,,
MSc in Electrical Engineering,1,,,,
"MSc in Finance, Financial manage",1,,,,
MSc in Management,3,,,,
"MSc in Management, International",1,,,,
Msc in Mgt,1,,,,
MSc in Physics,1,,,,
MSc Industrial Design,1,,,,
Msc IT,1,,,,
MSc Management,1,,,,
MSc of Science,1,,,,
MSc Post Graduate Diploma,1,,,,
MSc Tech (Masters Degree),1,,,,
MSc Telecommunications Engineeri,1,,,,
Msc(cs),1,,,,
MSC(CS),1,,,,
MSc(hons),1,,,,
MSc(tech),1,,,,
"MSc, Biomedical Engineering",1,,,,
"MSc, Biomedicine",1,,,,
"MSc, BSc",1,,,,
"Msc, Business",1,,,,
"MSc, Finance",1,,,,
"MSc, General Engineering",1,,,,
"MSc, Global Media & Communicatio",1,,,,
"MSc, Industrial Engineering and ",1,,,,
"MSc, Information Systems",1,,,,
"MSc, Mathematics (Highest Honors",1,,,,
"MsC, Mechanical Engineering",1,,,,
"MSc, Mechanical Engineering",1,,,,
"Msc,BA",1,,,,
"MSc,Chemical Engineering ,Ph.D",1,,,,
MSc.,3,,,,
MSc. (eq),1,,,,
MSc. / Diplome Grande-Ecole & Di,1,,,,
MSc. and B.Eng,1,,,,
MSc. Cand.it,1,,,,
Msc. Computer Science,1,,,,
MSc. Cum Laude,1,,,,
MSc. Engineering,3,,,,
MSc. in Business Administration,1,,,,
MSc. in Computer Science,1,,,,
MSc. Non-Degree,1,,,,
MSc.(Engg),1,,,,
"MSc., Finance and Economics",1,,,,
Msc.B.Eco,1,,,,
MSc.EE.,1,,,,
MsC/Master,1,,,,
MSc/PhD,1,,,,
MScBA,1,,,,
MscBA,1,,,,
MscCS,1,,,,
MSCD - Master on Microsoft .NET ,1,,,,
MSCE,6,,,,
MSCEE,1,,,,
MscEng,1,,,,
MSChE,1,,,,
MSci,8,,,,
MSci and PhD,1,,,,
MScIS,1,,,,
MSCS,13,,,,
"MSCS, BSEE",1,,,,
MSCTC,1,,,,
MSD,1,,,,
MSE,244,,,,
"MSE, Industrial and Operations E",1,,,,
MSECE,1,,,,
MSEd,1,,,,
MSEE,3,,,,
MSEE & BSEE,1,,,,
MSEE and Ph.D,1,,,,
MSEE and Ph.D.,1,,,,
MSEE and Phd Candidate,1,,,,
MSEE degree,1,,,,
MSEE/CS,1,,,,
MSEEE,1,,,,
MSEM,1,,,,
MSF,4,,,,
MSFS,1,,,,
MSG,3,,,,
MSHS,4,,,,
MSI,3,,,,
MSIA,5,,,,
MSIA (MBA),1,,,,
MSIA/MBA,2,,,,
MSIE,3,,,,
"MSIE Industrial Engineering, Ind",1,,,,
MSIS,3,,,,
MSIST,1,,,,
MSIT-SE,1,,,,
MSJ,2,,,,
MSL,1,,,,
MSM,8,,,,
MsM,1,,,,
MSME,17,,,,
MSME and BSME,1,,,,
MSMIT,2,,,,
MSMM,1,,,,
MSMOT,1,,,,
MSN,3,,,,
MSOD,1,,,,
MSPH,3,,,,
MSPPM,1,,,,
MsRE,1,,,,
MSRED,1,,,,
MSS,2,,,,
MSSE,4,,,,
MSSI,1,,,,
MSSM,1,,,,
MSSTC,1,,,,
MST,3,,,,
MSt,1,,,,
MSTC,1,,,,
MSTCF,1,,,,
MSTOM,1,,,,
MS-TV & Radio,1,,,,
MSW,6,,,,
MT,3,,,,
MTA,1,,,,
MTeach,1,,,,
MTech,3,,,,
Mtech,2,,,,
MTI,1,,,,
MTIS,1,,,,
MTM,2,,,,
MTS,2,,,,
MTSC,1,,,,
Multimedia,2,,,,
Multimedia - Business/Marketing,1,,,,
Multimedia & Web Design,1,,,,
Multimedia Computing and Digital,1,,,,
Multimedia Design and Communicat,1,,,,
Multimedia Designer,1,,,,
MUP,1,,,,
MURP,1,,,,
MusB(Hons),1,,,,
Music,2,,,,
music,1,,,,
Music Business,1,,,,
Music Business & Management / Dr,1,,,,
Music Education,1,,,,
Music Performance,1,,,,
Musical Theatre,1,,,,
Mutual Fund Course,1,,,,
N.D,1,,,,
"N/A, Computer Science",1,,,,
"N/A, Master's courses in Lifecyc",1,,,,
NASPExam,1,,,,
National Diploma,6,,,,
Natural Health Counsellor,1,,,,
Natural Sciences,1,,,,
ND,3,,,,
ND IT,1,,,,
NDIP,1,,,,
NDO,1,,,,
ndustrial Economics and Technolo,1,,,,
Negociación,1,,,,
"Negocios Internacionales, Busine",1,,,,
Negotiating Skills,1,,,,
Negotiation techniques,1,,,,
Negotiations Program,1,,,,
Network Administration,1,,,,
Network Systems Engineer,1,,,,
Networking,1,,,,
Neuroscience,1,,,,
New Board Program,1,,,,
New Media Design,1,,,,
NH & BSEE,1,,,,
NIH Post Doctoral Research Fello,1,,,,
Nine Month Builiding Competitve ,1,,,,
Nivel 3,1,,,,
NLP Master Pracitioner Certifica,1,,,,
NLP Practitioner,1,,,,
NLP Practitioner Certificate,1,,,,
NLP Practitioner Certification,1,,,,
NLP Trainer Certification,1,,,,
NM,1,,,,
No Degree,2,,,,
no degree,1,,,,
No degree,1,,,,
non degree,1,,,,
Non Degree,1,,,,
Non Secular Doctrines Indie Stud,1,,,,
Non-Conventional & Social Media ,1,,,,
non-degree,1,,,,
Non-degree,1,,,,
Non-degree exchange student,1,,,,
None,3,,,,
none,2,,,,
NONE,1,,,,
"none, Law, Musicology, Economics",1,,,,
Not Completed,1,,,,
not completed,1,,,,
NSRCEL,1,,,,
Nuclear Engineering,1,,,,
nuclear engineering,1,,,,
Nursing,1,,,,
NVQ Level 2 & 3 plus Keyskills,2,,,,
NY State Regents Diploma,1,,,,
NYS Diploma with Advanced Design,1,,,,
O Level,2,,,,
'O' Levels,1,,,,
O.D.,2,,,,
OAC,1,,,,
Obtained an Ontario Scholarship,1,,,,
od,1,,,,
of health services and business ,1,,,,
OHC,1,,,,
on leave,1,,,,
Ontario College Advanced Diploma,1,,,,
Operation Management,1,,,,
OPIM,1,,,,
OPM,7,,,,
OPM '35,1,,,,
Optics,1,,,,
Ordained Priest,1,,,,
Ordinary,1,,,,
"Organization and management,",1,,,,
OSSD,1,,,,
OTO-HNS,1,,,,
Otolaryngology Residency Program,1,,,,
"P.D., Engineering",1,,,,
P.G,1,,,,
P.G. Diploma,1,,,,
P.G.D.M,1,,,,
P.G.Diploma,1,,,,
PA,1,,,,
Pós graduação,1,,,,
Pós-Graduação,1,,,,
Pós-graduação,1,,,,
PADE,1,,,,
Paralegal,2,,,,
Part Time,1,,,,
Patent,1,,,,
patent attorney,1,,,,
Pcs-graduacao,1,,,,
PD Dr,1,,,,
PDD,6,,,,
PDD II,1,,,,
PdEi Emotional Intelligence,1,,,,
PDEng,1,,,,
PDG,1,,,,
"PDG-Executive MBA, Dirección Gen",1,,,,
PDGM,1,,,,
PDGM (MBA),1,,,,
Pdip,1,,,,
PE,1,,,,
PED,1,,,,
Pedagogy,1,,,,
Pediatrics Residency,1,,,,
Periodic Journalism,1,,,,
Periodista con especialización e,1,,,,
Perito Industriale,1,,,,
Personal Impact,1,,,,
"PET Design (Persuasion, Emotion",1,,,,
PG,14,,,,
PG Certificate,1,,,,
PG dIP in IRPM,1,,,,
PG Diploma,7,,,,
PG Diploma in Mass Communication,1,,,,
PG DipMA,1,,,,
PGCE,9,,,,
PGD,2,,,,
PGD PM&IR,1,,,,
PGDBA,6,,,,
PGDBM,12,,,,
PGDBM (MBA),1,,,,
PGDGBO,1,,,,
PGDIB,1,,,,
PgDip,1,,,,
PGDipSc,1,,,,
PGDITM,1,,,,
PGDM,27,,,,
PGDM / MBA,1,,,,
PGDMA,1,,,,
PGDMM,1,,,,
PGDST,1,,,,
PGL,1,,,,
PGL3,1,,,,
PGMBA,2,,,,
PgMP,1,,,,
PGP,8,,,,
PGPM,2,,,,
PGSEM,1,,,,
Ph,1,,,,
Ph. D course,1,,,,
Ph. D.,1,,,,
Ph.D,38,,,,
Ph.D (ABD),1,,,,
"Ph.D , M.S",1,,,,
Ph.D ;  M.D.,1,,,,
Ph.d course work,1,,,,
"Ph.D, M.S.",1,,,,
Ph.D.,53,,,,
Ph.d.,1,,,,
Ph.D. & MSEE,1,,,,
Ph.D. (ABD),3,,,,
Ph.D. (Dr. rer. nat.),1,,,,
Ph.D. (Hon.),1,,,,
Ph.D. (Honorary),1,,,,
Ph.D. (In Progress),1,,,,
Ph.D. (Incomplete),1,,,,
Ph.D. (magna cum laude),1,,,,
Ph.D. (unfinished),1,,,,
Ph.D. and a master's degree,1,,,,
Ph.D. and A.M.,1,,,,
Ph.D. and an M.S.,1,,,,
Ph.D. and B.A.,1,,,,
Ph.D. and B.S.,1,,,,
Ph.D. and D.I.C.,1,,,,
Ph.D. and D.Sc.,1,,,,
Ph.D. and M.D.,1,,,,
Ph.D. and M.S.,4,,,,
Ph.D. and M.Sc.,1,,,,
Ph.D. Candidate,6,,,,
Ph.D. Candidate (non degree),1,,,,
Ph.D. Course Work,1,,,,
Ph.D. Coursework,1,,,,
Ph.D. degree,3,,,,
Ph.D. Expected 2014,1,,,,
Ph.D. in Computer Science,1,,,,
Ph.D. in Electrical and Computer,1,,,,
"Ph.D. in Mathematics, Ph.D. (all",1,,,,
Ph.D. Summa Cum Laude,1,,,,
Ph.D.(ABD),1,,,,
"Ph.D.,  Computer Science (AI)",1,,,,
"Ph.D., Biochemistry",1,,,,
"Ph.D., Bioengineering",1,,,,
"Ph.D., Chemistry and Chemical Bi",1,,,,
"Ph.D., Communication",1,,,,
"Ph.D., D.Sc.",1,,,,
"Ph.D., Electrical Engineering",1,,,,
"Ph.D., Electronics",1,,,,
"Ph.D., Fiber Optics",1,,,,
"Ph.D., M.S.",1,,,,
"Ph.D., Masters",1,,,,
"Ph.D., Phyiscs",1,,,,
"Ph.D., Physics",1,,,,
"Ph.D., Political Science",1,,,,
"Ph.D., Private Law",1,,,,
"Ph.D., Sc.D",1,,,,
Ph.D./ABD,1,,,,
Pharm.D,4,,,,
Pharm.D.,1,,,,
Pharmacy,1,,,,
Pharmacy bachelor degree,1,,,,
PharmD,3,,,,
PharmD.,1,,,,
PhD,4040,,,,
Phd,3,,,,
PHD,2,,,,
PhD - ABD,1,,,,
PhD - Complete all work but diss,1,,,,
PhD - Not complete,1,,,,
PhD -- on leave,1,,,,
PhD - Summa cum laude,1,,,,
PHD & BS,1,,,,
PhD & MA,1,,,,
PhD (ABD),1,,,,
PhD (Candidate),1,,,,
PhD (Dr.),1,,,,
PhD (Dropout),1,,,,
PhD (not completed),2,,,,
PhD (on leave),1,,,,
PhD / Dr.,1,,,,
PhD / Dr. rer. nat.,1,,,,
PhD / MSc,1,,,,
PhD ABD,1,,,,
PhD and a JD,1,,,,
PhD and BSc (Hons),1,,,,
PhD and Master,1,,,,
PhD and MS,3,,,,
"PhD Candidacy,MS , BS",1,,,,
PhD Candidate,4,,,,
"Phd Candidate, Electrical Engine",1,,,,
PhD Computer Science,1,,,,
PhD Doctorate,1,,,,
PHD Honors,1,,,,
PhD in Biomedical Sciences,1,,,,
PhD in Computer Science,1,,,,
PhD in Developmental Biology,1,,,,
PhD in Economics,2,,,,
PhD in Media and Governance,1,,,,
PhD in Physics,1,,,,
PhD in Physics and Mathematics,1,,,,
Phd interdisciplinary,1,,,,
PhD Licentiate,1,,,,
PhD Program,1,,,,
PhD program (incomplete),1,,,,
PhD Studies,1,,,,
"PhD, B.Sc",1,,,,
"PhD, Biochemistry",1,,,,
"PhD, Biomedical Engineering",1,,,,
"PhD, BS",1,,,,
"PhD, Chemistry",1,,,,
"PhD, Computer Science",1,,,,
"PhD, Electrical Engineering",1,,,,
"PhD, Electrical Engineering & Co",1,,,,
"PhD, Engineering",2,,,,
"PhD, MA",1,,,,
"PhD, MBA",1,,,,
"PhD, MD",1,,,,
"PhD, MEng, SB",1,,,,
"PhD, Molecular Virology",1,,,,
"PhD, MS",4,,,,
"PhD, MSc",1,,,,
"PhD, Organic Chemistry",1,,,,
"PhD, Physics",1,,,,
"PhD, Semiconductor Physics",1,,,,
"PhD, SMME",1,,,,
"PhD, Solid state physics",1,,,,
PhD.,1,,,,
PhD/M.S.,1,,,,
Phi Beta Kappa,1,,,,
"Phi Beta Kappa, A.B.",1,,,,
Phil. Lic,1,,,,
Philosophy,3,,,,
Philosophy and Politics,1,,,,
Photo studies,1,,,,
Photographic Consultant,1,,,,
Photography,1,,,,
Physical Education,1,,,,
Physics,3,,,,
Physics doctorate,1,,,,
"Physics, Computer Science",1,,,,
"Physics, CS",1,,,,
PI,1,,,,
PLAM,1,,,,
Plant Biology,1,,,,
Platoon Commander,1,,,,
PLD,3,,,,
PMD,5,,,,
"pmd,",1,,,,
PMD68,1,,,,
PMI,1,,,,
PMI Advance Course,1,,,,
PMI Certificate,1,,,,
PMM,1,,,,
PMP,7,,,,
Political Economy,1,,,,
Political Science,4,,,,
Political Science & Economics,1,,,,
Political Science | History,1,,,,
"Political Science, Business, The",1,,,,
Portfolio,1,,,,
pos,1,,,,
Posgrado,3,,,,
Posgrado Internacional de Direcc,1,,,,
Pos-graduacao,1,,,,
Posgraduate Diploma,1,,,,
Post - Doctoral Research,1,,,,
Post - Doctorate,1,,,,
Post  Graduate Diploma,1,,,,
Post - Graduation,1,,,,
Post Academic,1,,,,
Post B.A.,1,,,,
Post Baccalaureate,1,,,,
Post- Baccalaureate,1,,,,
Post Degree Course,1,,,,
Post Diploma,1,,,,
Post Doc,13,,,,
post doc,3,,,,
Post doc,2,,,,
Post Doc.,2,,,,
Post Doctoral,4,,,,
Post Doctoral Fellow,2,,,,
